file,line,keyword,context
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,24,CRITICAL,"2. **Signal handler race conditions** - Non-atomic flag access (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,29,CRITICAL,"- Address CRITICAL items before field deployment"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,144,TODO,"t_base_to_camera.transform.translation.x = 0.0  # TODO: Get from calibration"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,347,CRITICAL,"### Issue 3.1: **CRITICAL** - Subprocess STDOUT/STDERR Deadlock Risk"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,348,CRITICAL,"**Severity:** CRITICAL | **Priority:** P0 | **Effort:** S (Quick Win #2)  "
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,454,CRITICAL,"### Issue 3.2: **CRITICAL** - Signal Handler Race Condition"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,455,CRITICAL,"**Severity:** CRITICAL | **Priority:** P0 | **Effort:** S (Quick Win #3)  "
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,686,TODO,"            # TODO: Implement restart logic if needed  ← NEVER IMPLEMENTED!"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,726,TODO,"                    # TODO: Publish diagnostic error for external monitoring"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1415,CRITICAL,"| 2 | Fix subprocess pipe deadlock | CRITICAL | 30 min | Prevent crashes |"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1416,CRITICAL,"| 3 | Use threading.Event for signals | CRITICAL | 20 min | Fix race conditions |"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1425,CRITICAL,"1. Issue 3.1: Fix subprocess pipes (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1426,CRITICAL,"2. Issue 3.2: Fix signal handler races (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1446,CRITICAL,"**Goal:** Address CRITICAL and HIGH severity issues"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1522,CRITICAL,"| **CRITICAL** | Can cause crashes, data loss, safety issues, or system instability | Deadlocks, race conditions, data corruption | Fix immediately, block release |"
./docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,1532,CRITICAL,"- Severity: CRITICAL=4, HIGH=3, MEDIUM=2, LOW=1"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,18,OTHER,"| **HARDWARE_TEST_RESULTS.md** | TBD | Need to check | ⏳ TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,19,OTHER,"| **integration_test_results.md** | TBD | Need to check | ⏳ TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,116,CRITICAL,"- Priority: 🔴 CRITICAL → **FIXED** ✅"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,142,CRITICAL,"- Priority: 🔴 CRITICAL"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,240,OTHER,"| **Yanthra Move** | 100% complete | TBD | TBD | TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,241,OTHER,"| **ODrive Control** | 100% complete | TBD | TBD | TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,242,OTHER,"| **Vehicle Control** | 100% complete | TBD | TBD | TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,243,OTHER,"| **Robo Description** | 100% complete | TBD | TBD | TBD |"
./docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,285,CRITICAL,"- **Impact:** **CRITICAL** - Safety/reliability concern"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,50,TODO,"| **code_completion_checklist.md** | ""1 critical fixed, 2 pending"" | Code TODOs | 90% (accurate) |"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,81,CRITICAL,"#### **🚩 CRITICAL CONFLICT:**"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,156,TODO,"| **code_completion_checklist.md** | Phase 1: 2 pending issues | Lists specific TODOs |"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,169,TODO,"- Code: 90% complete (2 minor TODOs) ✅"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,232,TODO,"| **4** | **code_completion_checklist.md** | Code-tracking (L4) | **80%** | Up-to-date TODO tracking |"
./docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,325,TODO,"   - 2 minor TODOs remaining (TF transforms, restart logic)"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,23,CRITICAL,"## 🔴 CRITICAL ISSUES (Must Fix Before Hardware Testing)"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,27,CRITICAL,"**Severity**: 🔴 **CRITICAL - System Will Not Work**"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,35,TODO,"- Line 384: Comment `# TODO: Phase 1 - Add subprocess management if needed`"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,85,CRITICAL,"**Severity**: 🔴 **CRITICAL - Detection Trigger Broken**"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,139,CRITICAL,"**Severity**: 🔴 **CRITICAL - File I/O Will Fail**"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,201,CRITICAL,"**Severity**: 🔴 **CRITICAL - Coordinate Extraction Broken**"
./docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,242,CRITICAL,"**Severity**: 🔴 **CRITICAL - Service Will Always Timeout First Time**"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,401,TODO,"    # TODO: Get from URDF or calibration"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,637,TODO,"| **Import Test** | ⏳ TODO | No | 🟠 High |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,640,TODO,"| **Subprocess Spawn Test** | ⏳ TODO | Yes | 🟠 High |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,641,TODO,"| **Signal Communication Test** | ⏳ TODO | Yes | 🟠 High |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,642,TODO,"| **File I/O Test** | ⏳ TODO | No (can mock) | 🟠 High |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,643,TODO,"| **Detection Accuracy Test** | ⏳ TODO | Yes | 🟠 High |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,644,TODO,"| **Performance Test** | ⏳ TODO | Yes | 🟡 Medium |"
./docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,645,TODO,"| **Integration Test** | ⏳ TODO | Yes | 🟠 High |"
./docs/archive/2025-10-analysis/CPP_NODE_COMPREHENSIVE_REVIEW_AND_TASKS.md,218,CRITICAL,"#### Issue 1: DepthAI C++ Integration (CRITICAL)"
./docs/archive/2025-10-analysis/CPP_NODE_COMPREHENSIVE_REVIEW_AND_TASKS.md,686,TODO,"# Hardcoded zeros (TODOs)"
./docs/archive/2025-10-analysis/CPP_NODE_COMPREHENSIVE_REVIEW_AND_TASKS.md,687,TODO,"t_base_to_camera.transform.translation.x = 0.0  # TODO: Get from calibration"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,132,CRITICAL,"- **Fixed:** 2025-10-07 (was CRITICAL blocker)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,320,CRITICAL,"1. **Detection validation** - No test with actual cotton (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,385,CRITICAL,"### Issue 1: Detection Capability Unvalidated (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,409,TODO,"t.transform.translation.x = 0.0  # TODO: Get from calibration"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,410,TODO,"t.transform.translation.y = 0.0  # TODO: Get from calibration"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,411,TODO,"t.transform.translation.z = 0.0  # TODO: Get from calibration"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,494,CRITICAL,"1. ✅ **Validate detection with real cotton** (CRITICAL)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,567,CRITICAL,"**Remaining gap:** Detection validation with real cotton (CRITICAL blocker for production)"
./docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,588,CRITICAL,"1. Detection validation with real cotton (CRITICAL)"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,135,TODO,"  - code_completion_checklist.md (TODOs extracted)"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,212,TODO,"3. `code_completion_checklist.md` (12KB) - TODO tracking"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,327,TODO,"**5. code_completion_checklist.md vs Code TODOs**"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,328,TODO,"- Checklist: Lists 5 TODOs"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,329,TODO,"- Code grep: Found matching TODOs"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,373,TODO,"- Known Issues/TODOs: 8"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,542,TODO,"   - Status: TODO comment"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,650,TODO,"**Hardware Stubs (5 TODOs):**"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,745,TODO,"**Completion:** 82% (operational, safety TODOs pending)"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,751,TODO,"**Status:** Operational, safety monitoring has TODO placeholders"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,779,TODO,"**Implementation ❌ (7 TODO stubs):**"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,804,TODO,"   - Status: TODO placeholders"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,831,TODO,"**Note:** System is operational at 95/100 health WITHOUT safety monitor implementation. The safety TODOs are technical debt, not blocking issues."
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,846,TODO,"- ⚠️ ""Safety TODOs blocking"" (old claim) - FALSE (system runs fine)"
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,1198,CRITICAL,"**CRITICAL ISSUE:** The calibration service is created at line 207-212 but the handler "
./docs/archive/PROJECT_STATUS_REALITY_CHECK.md,1358,TODO,"- Purpose: TODO tracking"
./docs/archive/2025-10-artifacts/parameter_audit_report_20250926.txt,12,CRITICAL,"🔍 **CRITICAL FINDINGS**"
./docs/archive/2025-10-artifacts/parameter_audit_report_20250926.txt,48,CRITICAL,"• continous_operation ↔ continuous_operation (CRITICAL)"
./docs/archive/2025-10-artifacts/parameter_audit_report_20250926.txt,74,CRITICAL,"• ❌ Unresolved collisions: 1 CRITICAL (continuous/continous)"
./docs/archive/2025-10-artifacts/final_production_readiness_20250926.md,62,CRITICAL,"## CRITICAL ACHIEVEMENTS"
./docs/archive/2025-10-artifacts/parameter_spelling_fix_final_20250926.md,1,CRITICAL,"# CRITICAL PARAMETER SPELLING FIX - ROOT CAUSE ANALYSIS AND RESOLUTION"
./docs/archive/2025-10-artifacts/parameter_audit_completion_20250926.txt,22,CRITICAL,"🔍 **CRITICAL ISSUES RESOLVED**"
./docs/archive/2025-10-audit/2025-10-07/AUDIT_COMPLETION_SUMMARY.md,253,OTHER,"- ""2.8s cycle times"" - ""Cotton detection subsystem specific performance **TBD**"""
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,37,TODO,"- Check if safety_monitor.cpp TODOs are actually complete"
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,43,TODO,"- [ ] Look for TODO comments at lines 151-255"
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,86,TODO,"- Old claim: ""7 TODO stubs exist, 0% implemented"""
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,88,TODO,"- Confusion: May have looked at old code or misread TODO comments"
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,301,OTHER,"**Target Date:** TBD"
./docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,326,TODO,"[2025-10-07 11:10] [INFO] [AUDIT] Previous audit incorrectly claimed safety monitor had TODO stubs"
./docs/archive/2025-10-audit/2025-10-07/AUDIT_PROGRESS_REVIEW.md,170,TODO,"4. code_completion_checklist.md (80%) - up-to-date TODO tracking"
